Address 3,Address 4,Postcode,Latitude,Longitude
 , , ,#EANF#,#EANF#
 , ,NW1 4QG,51.523383,-0.1530162
 , ,SE27 0PS,51.4328601,-0.1076682
 , ,W1S 2FA,51.5127746,-0.1429391
 , ,W2 2SP,51.5135026,-0.1738378
 , ,E12 6NH,51.5435908,0.0571056
Florida, ,33469,26.9780083,-80.109357
Cambridge, ,CB23 6DW,52.222591,-0.0742311
 , ,E7W 1DW,44.7525175,15.3732939
London, ,EC2V 8EP,51.5147222,-0.0917242
 , , ,#EANF#,#EANF#
 , ,W1U 1QU,51.5155415,-0.1524398
London, ,E14 9FW,51.4998658,-0.0121068
 , ,W1K 6TL,51.5138285,-0.1521633
 , ,W1K 2TJ ,51.5097124,-0.1500385
 , ,W1J 8DJ,51.5074728,-0.1420451
 , ,E1 6EG,51.5198109,-0.0773423
 , ,W1T 7PD ,51.5221667,-0.1352487
 , ,W1K 3AP,51.5103436,-0.1490041
 , ,W1K 5JH,51.512947,-0.1487257
70 Conduit Street,London,W1S 2GF,#EANF#,#EANF#
London , ,EC2N 4AU,51.515694,-0.0818395
 , ,W1J 5QD,51.5090906,-0.146533
London, ,SW1Y 6DB,51.5075034,-0.1377352
Wills, ,SP1 2NE,#EANF#,#EANF#
 , ,N1 1EN,51.5396473,-0.1076834
5th Floor 502,Hamdan Street,UAE,24.4863247,54.3574702
 , ,W1K 4QJ,51.5119319,-0.1470807
 , ,HA4 0PN,51.5618464,-0.3828702
London, , ,51.5073509,-0.1277583
London, ,TW4 5NJ,51.4506462,-0.3768716
 , ,SW7 5PW,51.4964763,-0.1790976
 , ,W3 9PR,51.5116621,-0.2829911
 , ,W1K 6TL,51.5138285,-0.1521633
 , ,W1K 6TL,51.5138285,-0.1521633
 , ,W1S 4NE,51.5089557,-0.1431232
 , ,L-1660 ,36.6052514,-88.3518924
 , ,SW1A 1NP,51.505854,-0.1397621
 , ,W6 0LT,51.4935252,-0.2327921
 , ,SW13 8HD,51.4827095,-0.2311507
 , ,TW5 0PX,51.4810563,-0.3708958
 , ,W11 4RS,51.5071539,-0.2147279
 , ,TW9 4LN,51.4685528,-0.2787068
Lancashire, ,BL0 9RB,53.6607979,-2.2929079
Italy, ,124,44.4880099,11.2480436
 , ,BS8 4JY,51.4535987,-2.6222443
London, ,E14 8JS,51.4984708,-0.0269497
London, ,SE19 1NT,51.4207231,-0.0802091
 , ,W11 3TG,51.5053785,-0.2050421
Alicante,Spain,3540,38.285483,-0.560056
 , , ,#EANF#,#EANF#
 , ,SE15 1QJ,51.478308,-0.061922
London, ,UB6 7QS,51.5523236,-0.330214
 , ,SE9 4NP,51.4364376,0.0398562
 , , ,#EANF#,#EANF#
Doha,Qatar, ,25.2854473,51.5310398
 , ,W4 5TT,51.4930025,-0.2682785
 , ,W1W 7TL,51.5191074,-0.1402311
London, ,W45YA,51.4946635,-0.276038
London , ,W2 4TJ,51.5127927,-0.1953686
New York, ,10167,40.7546959,-73.9747384
Switzerland, , ,46.818188,8.227512
St Johns Wood High Street,London,NW8 7DY,51.5322613,-0.1691928
 , ,NW8 7DY,51.5320157,-0.1684977
Melide,Switzerland,6815,45.955903,8.9442371
London , ,NW3 7EU,51.564897,-0.1809558
"House 16, apartment 57", , ,38.6836329,-121.8025226
 , ,SW18 4NZ,51.4482995,-0.1966029
 , ,W2 4WU,47.3957098,-94.7798301
London, ,W2 4EU,51.5103928,-0.1948582
St Johnswood ,London,NW8 6DD,51.537771,-0.1650511
London, ,W5 3DB,51.5254548,-0.2896513
Kent, ,DA1 5JD,51.4585587,0.2248147
 , ,E8 4ES,51.5399262,-0.0723415
London, ,SE1 9DR,51.5075295,-0.0962325
 , ,W1G 9RY,51.517263,-0.1481327
 , ,W5 3DB,51.5254548,-0.2896513
Buckinghamshire, ,HP5 2SL,51.7219785,-0.640716
 , , ,#EANF#,#EANF#
London, ,EC1R 4UJ,51.5283286,-0.1078644
Chalfont Street, ,HP8 4SJ,51.6146478,-0.5715036
 , ,NW8 9SE,51.5324091,-0.1746961
8 New Union Square, ,SW11 7AE,51.4821783,-0.1353894
Kent, ,BR2 8JA,51.3861713,0.0429595
 , ,GL56 0TS,51.946494,-1.698823
 , ,W1J 5EL,51.5083146,-0.1458008
 , ,W14 8EH,51.4997815,-0.204801
 , ,KT2 5GA,51.4280004,-0.3079796
France, , ,46.227638,2.213749
116 Brompton Road, ,SW3 1JJ,51.4991904,-0.1649206
London , ,W1J 6DD,51.5098781,-0.1445844
 , ,SW10 9EA,51.4877982,-0.1909974
London, ,E16 4JX,51.5219137,0.013849
 , ,PE7 8GL,52.535662,-0.2618103
Saudi, ,11482,24.7270652,46.690591
Doha,Qatar, ,25.2854473,51.5310398
Israel, , ,31.046051,34.851612
 , ,W2 2PA,51.514998,-0.1670906
 , ,NW1 4SN,51.5268984,-0.1644358
69-73 Theobalds Road,London,WC1X 8TA,51.519682,-0.1196354
Bucks, ,HP10 9NF,51.5964849,-0.6974655
 , ,W1S 4TE,51.5086209,-0.1418543
Switzerland, ,1201,46.2095516,6.1450463
"47301 Petaling Jaya, Selangor Darul Ehsan",Malaysia, ,3.1136631,101.5999816
Orpington,Kent,BR5 3RS,51.3910183,0.1112289
 , , ,#EANF#,#EANF#
London, ,EC4A 3TR,51.5154051,-0.1066705
 , ,W1J 5RD,51.509535,-0.1479129
London, ,SW6 1RD,51.4848544,-0.2007207
Harrow,Middx,HA1 2SF,51.5884907,-0.3308805
 , , ,#EANF#,#EANF#
 , ,W1S 1JD,51.5132586,-0.1439715
Esat Sussex, ,BN7 2RN,50.8783895,0.0208336
 , ,MK45 5LD,51.9813895,-0.4947804
 , ,W9 3BN,51.5301201,-0.2035069
London , ,N1 5EB,51.5361222,-0.0888249
 , ,W2 6DB,51.5141446,-0.1821712
 , ,W1H 7QU,51.5155088,-0.1589413
4 The Hallingbury,Bishops Stortford Herts,CM22 7RS,51.8425141,0.1740989
Foley Street,London,W1W 6DN,51.5200175,-0.1392139
Merthyr Tydfil,Wales,CF48 1SL,51.7470285,-3.4062078
 , ,W1U 1BG,51.5147524,-0.1497334
Taizi Road Shekou,Shenzhen Guangzhoum PRC China,518067,22.501716,113.9216778
London, ,W1T 3NJ,51.5169768,-0.1368732
London , ,W1S 2QH,51.5131068,-0.1417726
London, ,W1S 2QH,51.5131068,-0.1417726
L-1017 Luxembourg,Tax-Identification No. 2008 4500 454. , ,#EANF#,#EANF#
The Garrison,St  Michael BB 14038 Barbados, ,13.0824129,-59.60479
London, ,W1S 1HN,51.5145347,-0.1439196
London, ,W2 6LQ,51.5165045,-0.1795262
 , ,L-1660,36.6052514,-88.3518924
London, ,SW6 2AT,51.4760845,-0.1918065
Mayfair, ,W1K 7HG,51.5086775,-0.1539857
 , ,L-1653,41.450603,-83.482736
London, ,W8 6TJ,51.4984976,-0.1932247
London, ,WC1A 1JT,51.5175985,-0.125663
 , ,SW15 5LD,51.4639109,-0.2476272
 , ,SW1H 9JA,51.500623,-0.1308837
 , ,W14 8DS,51.5031374,-0.2090349
 ,London,W1K 2LF,51.5098291,-0.1488809
 , ,ME16 8SA,51.2699581,0.5100396
France, ,F-80320,49.761045,2.672285
 , ,SW1X 9AL,51.4943723,-0.1575313
Essex, ,IG2 4UR,51.5754491,0.0911912
London, ,W1B 2QD,51.5136705,-0.1415911
London, ,W1B 2QD,51.5136705,-0.1415911
 , ,W1U 1BW,51.5151095,-0.1512755
 , ,W4 3PQ,51.4842032,-0.2777287
Sevenoaks, ,TN13 2UA,51.2916671,0.1646856
Milton Keynes, ,MK2 3DJ,51.9829965,-0.7221207
 , ,SW7 1JY,51.5006428,-0.1668886
Middx, ,TW7 7JR,51.4735165,-0.3244831
Bournemouth, ,BH2 5ET,50.7168352,-1.8851143
 , ,KT19 8RY,51.3403231,-0.2685685
Brazil, , ,-14.235004,-51.92528
 , ,SE9 2DA,51.4405961,0.0724467
Holland Park Gradens, ,W14 8DY,51.5043599,-0.2108872
 , ,W1B 6NT,51.5198464,-0.1450362
Thornton Heath, ,CR7 7AF,51.3959894,-0.0981788
Malta, , ,35.937496,14.375416
London, ,WC2A 1AP,51.5178289,-0.1125516
 , ,W2 5DB,51.5154002,-0.1982778
91054 Erlangen,Germany, ,49.6024057,11.0069277
London, ,W1K 7BA,51.5125487,-0.156553
 , ,W1K 1QT,51.5048717,-0.1498599
Bardez,Goa India,403518,15.5667411,73.7639658
London, ,W1B 2QD   ,51.5136705,-0.1415911
Surrey, ,GU24 0BL,51.3014822,-0.6296757
 , ,SW1W 0EN,51.4980603,-0.14505
St Peter Port,Guernsey,GY1 2HL,49.460563,-2.533856
 , ,W1S 2GB,51.5126883,-0.1408961
London, ,NW1 7QX,51.5334407,-0.1396182
 , ,W1G 7HT,51.5207922,-0.1472544
Church Street, ,SE8 4RX,51.4776383,-0.0227207
 , ,W1S 4NQ,51.5084543,-0.1432589
 , ,SS2 6NN,51.5573448,0.6984189
 , ,NP15 1EY,51.7045634,-2.868193
 , ,WC2E 9LY,51.5123517,-0.1254027
London, ,W2 2NN,51.5139508,-0.1702889
London, ,N16 5AA,51.5739928,-0.0736136
 , ,N2 0NH,51.5898729,-0.1708057
 , ,W10 6NU,51.5194633,-0.2193779
 , ,SW3 3NA,51.4911109,-0.1623012
 , ,BN3 6DF,50.8530273,-0.1727752
 , ,SW1X 8RN,51.5000934,-0.1565081
 , ,E15 2AX,51.5533695,-0.0008458
Kent, ,ME10 1DR,51.3398722,0.7315293
London, ,SE8 5BE,51.4890245,-0.0433466
London, ,NW8 6NY,51.5335702,-0.1713046
London, ,W1J 6BU,51.5098781,-0.1445844
 , ,SW3 3HT,51.4910308,-0.1646524
London, ,SW18 1LP,51.4624261,-0.1988965
 , ,IG1 2PW,51.5465685,0.0815138
Richmond,Surrey,TW9 2TW,51.4667088,-0.2996232
London, ,SW11 4PG,51.4783564,-0.1655501
Dubai,UAE, ,25.2048493,55.2707828
 , , ,#EANF#,#EANF#
London, ,SW3 6AU,51.4867546,-0.1752956
Harrow, ,HA1 3JS,51.5650266,-0.3426907
London, ,N1 8NY,51.5345076,-0.0973708
 , ,TW1 4HB,51.4476913,-0.3322779
 , ,SW2 5AN,51.458017,-0.1191225
 , ,TS14 85X,47.9681768,12.4491095
Belsize Park,London,NW3 4PD,51.5458645,-0.1656485
 , ,BN23 6HD,50.7860358,0.3117106
 , ,W1T 6PQ,51.523308,-0.142006
Essex, ,IG10 2QQ,51.6580244,0.069759
 , ,NW3 5DA,51.5484744,-0.1738513
London, ,W14 8EE,51.5010052,-0.2072022
 , ,EC4M 9AF,51.513538,-0.0952182
New York,USA, ,40.7127837,-74.0059413
California,USA,92106,32.7090984,-117.241156
 , ,W2 3EY,51.5118743,-0.1819013
 , ,SW1V 2AL,51.4908144,-0.1400719
 , ,W4 3HA,51.4806208,-0.2652912
Middx, ,HA5 5SG,51.5952808,-0.3635205
 , ,W13 9RN,51.5015499,-0.3174031
 , ,EC1V 4JT,51.5232072,-0.1020079
Ontario,Canada,M5C 2B8,43.6503241,-79.3763857
 , ,BN1 4AQ,50.8269202,-0.1392473
Packet Boat Lane,Uxbridge Middlesex,UB8 2JP,51.519803,-0.481918
 , ,W11 2HE,51.5148004,-0.2078425
London, ,SW1W 8DF,51.4871295,-0.1481583
 , ,KT3 5EB,51.3949603,-0.2648103
Bridgnorth, ,WV16 4RN,52.5554673,-2.4882942
 , ,W1H 1DD,51.5204862,-0.1620991
 , ,W2 3UH,51.5145947,-0.1787232
 , ,SW16 4JS,51.410233,-0.1204227
 , ,SW19 7DG,51.4242896,-0.2124644
 , ,SE5 0YP,51.4791557,-0.1010866
 , ,W2 4PT,51.5137622,-0.1917561
 , ,SW1X 8RN,51.5000934,-0.1565081
Cambs, ,PE29 1UA,52.3358113,-0.1738099
Russia, ,347900,47.2152885,38.9295346
 , , ,#EANF#,#EANF#
UAE, , ,23.424076,53.847818
 , ,SW1X 0JW,51.4952542,-0.1615871
 , ,N15 4HW,51.5868028,-0.0848944
 , ,W1S 3EP,51.5099271,-0.1408644
Borehamwood, ,WD6 1QQ,51.658445,-0.2617622
London , ,W2 4HU,51.5114357,-0.1919203
 , ,W9,41.7980051,-73.9393966
280 Bishopsgate,London,EC2M 4RB,51.5199298,-0.0789624
 , ,WC2B 4AE,51.5136885,-0.1173491
London, ,SW11 4ER,51.4743722,-0.1603532
Brasilia,Brazil,71680 613,-15.8522133,-47.8461003
NSW Austrailia,2067, ,-33.7969122,151.1781916
 , ,N1 7HG,51.5326143,-0.08877
London, ,SE1 8EA,51.5051797,-0.1082904
 , ,SE1 5PM,#EANF#,#EANF#
London, ,W1J 5DT,51.5075839,-0.1484963
Oxfordshire, ,OX7 6HH,51.8668467,-1.6509928
Sao Paulo,SP Brazil, ,-23.5505199,-46.6333094
 , ,EN7 6JP,51.7078403,-0.0515334
London, ,SW3 5TX,51.4878349,-0.1673015
London, ,N5 2JU,51.5604795,-0.0969074
 , ,W1K 2NB,51.5105509,-0.1541693
London, ,NW3 5DA,51.5484744,-0.1738513
 , ,W8 4BH,51.5069505,-0.194389
 , ,s030 2RD,50.9223489,-1.2966174
Maryland,USA,20815,38.9875145,-77.0737149
 , ,SW11 6NX,51.4576066,-0.1584076
London, ,W1H 6LJ,51.5164521,-0.1560207
Kent, ,CT11 9JU,51.3306497,1.4134819
 , ,W1K 2NB,51.5105509,-0.1541693
 , ,NW11 7ST,51.5688783,-0.1877808
 , ,SE18 6GB,51.4928377,0.0713003
 , ,SN10 1PR,51.3517392,-2.0111225
 , ,SW3 4ET,51.4876792,-0.1619494
Suffolk, ,CB8 0LY,52.2492652,0.4043744
TX 75056, , ,33.0787106,-96.9101806
London, ,SW19 8TL,51.4217704,-0.1912757
 , ,WC1N 3JH,51.5222098,-0.1199239
 , ,SW19 8TL,51.4217704,-0.1912757
 , ,ST7 2JX,53.0931111,-2.3258772
 , , ,#EANF#,#EANF#
Ireland,Dublin, ,53.3498053,-6.2603097
 , ,P81 K727,5.4900831,100.7508919
 ,IL,61115,42.3749329,-89.0227126
 , , ,#EANF#,#EANF#
 , ,W1U 7HW,51.5179682,-0.1546478
London, ,E8 1JH,51.5488193,-0.0581335
London, ,SW6 2JW,51.4795183,-0.1911378
 , ,SW4 0AA,51.4618003,-0.1483345
 , ,W14 8BQ,51.5031845,-0.2132981
 , ,SW17 8RD,51.4358552,-0.1522326
 , ,SE10 8JA,51.4775477,-0.014863
Surrey, ,TW9 2PE,51.4645635,-0.2992711
Oxford, ,OX1 5PE,51.7207318,-1.2462011
Tunbridge Wells, ,TN3 9BP,51.1093143,0.28449
London , ,WC2H 9RG,51.5151109,-0.1247418
 , ,NW3 3RP,51.5427188,-0.1588672
London, ,E1 3EN,51.5151702,-0.0544052
London , ,E15 1HB,51.547479,0.0070738
 , ,L-1660,36.6052514,-88.3518924
Luxembourg, , ,49.815273,6.129583
 , ,L-1660,36.6052514,-88.3518924
Luxembourg, , ,49.815273,6.129583
 , ,L-1660,36.6052514,-88.3518924
Luxembourg, , ,49.815273,6.129583
 , ,L-1660,36.6052514,-88.3518924
Luxembourg, , ,49.815273,6.129583
 , ,L-1660,36.6052514,-88.3518924
Luxembourg, , ,49.815273,6.129583
 , ,L-1660,36.6052514,-88.3518924
 ,London,W9 1TQ,51.5269543,-0.1789797
PO Box 29222,Doha Qatar, ,25.2854473,51.5310398
 , ,W1J 5DB,51.5086052,-0.1459763
Rio de Janeiro,CEP 22420-030,Brazil,-22.9831168,-43.2048961
 , ,ML1 4RU,55.8205021,-3.97433
 , ,N8 7RN,51.5877894,-0.1265143
Belo Horizonte MG,Brazil, ,-19.9245018,-43.9352376
 , ,W1K 3JR,51.5117978,-0.1454288
 , ,SW1A 1NP,51.505854,-0.1397621
London, ,SE17 7GL,51.4873809,-0.0923715
 , ,TW11 9EW,51.4233344,-0.3237004
Chichester,West Sussex,PO18 0AH,50.8692789,-0.7771265
 , ,N10 3JY,51.5839941,-0.1428948
 , ,N10 3JY,51.5839941,-0.1428948
France, , ,46.227638,2.213749
USA, ,53104,42.553716,-88.0314174
 , ,W1K 3JH,51.511564,-0.1465624
 , ,W1W 7BQ,51.5185114,-0.1395059
London, ,W8 7QJ,51.5029634,-0.1994312
Nepal, , ,28.394857,84.124008
 , ,SW6 3AT,51.4697547,-0.1918696
 , , ,#EANF#,#EANF#
 , ,SW16 4JS,51.410233,-0.1204227
 , , ,#EANF#,#EANF#
Russia,680030, ,48.4734546,135.0884355
Bath, ,BA 2 3WH,51.382899,-2.3745319
 , ,E6 5TW,51.5154626,0.0477954
London, ,NW1 5RA,51.5182305,-0.1667878
 , ,BN43 6GQ,50.8370041,-0.254625
USA, ,84098,40.743503,-111.5468301
Brasted ,Kent,TN16 1LP,51.2694112,0.107399
Belo Horizonte MG,Brazil, ,-19.9245018,-43.9352376
 , ,SW7 1EW,51.4984853,-0.1669319
 , ,EC2R 8DN,51.5141565,-0.0906669
London , ,SW1Y 2HN,51.5077038,-0.1343147
 , ,SW7 1BW,51.5012881,-0.1673237
London, ,NW3 2NU,51.5537382,-0.1585233
 , , ,#EANF#,#EANF#
Roehampton, ,SW1S 4AY,51.4475244,-0.2378786
London, ,EC1R 0RR,51.523376,-0.1068877
London, ,EN5 1HR,51.6492752,-0.1747902
Orpington, ,BR6 8NG,51.3645268,0.0513982
 , ,W4 3RU,51.4823285,-0.2737668
 , ,W1K ,51.5109644,-0.1541814
Bournemouth, ,BH9 1DD,50.7396166,-1.8707029
 , ,N13 5RZ,51.6251471,-0.099866
 , ,CB3 9JW,52.1940032,0.1074435
Middlesex, ,HA4 0BU,51.5572958,-0.3974502
 , ,SW2 4NT,51.4402472,-0.1280832
 , ,BL9 7LO,#EANF#,#EANF#
Hackensach,USA,7601,36.2097391,-115.2612433
 , ,SW3 5AG,51.4828923,-0.1744272
 , ,RH10 7HR,51.1010815,-0.1597987
 , ,NW10 5NL,51.5319984,-0.2324416
 , ,E14 3SY,51.4943362,-0.0270706
 , ,EC1V 9HX,51.5239482,-0.0972344
London, ,SN6 8RG,51.6130078,-1.9521423
Surrey, ,RH8 9LR,51.253038,-0.0178703
 , ,NW10 5SA,51.532782,-0.2224051
75009, , ,33.3212791,-96.7708138
London, ,W4 4BM,51.4902742,-0.2747487
 , ,W12 8AP,51.5059218,-0.2230039
Brighton, , ,39.9852617,-104.8205283
 , ,W7 3EY,51.5151832,-0.3389228
 , ,GU51 3RS,51.2806554,-0.8393033
 , ,W6 0SX,51.494332,-0.2421967
 , ,W1U 4JT,51.5203974,-0.1552992
 , ,NW10 9PX,51.5427794,-0.2540018
 , ,W8 5HH,51.5002321,-0.1908221
Northumberland, ,NE22 6NH,55.1350206,-1.6113594
London, ,W8 4QA,51.5042641,-0.1904607
 , ,W1K 2BN,51.508676,-0.1510316
 , ,W11 1LY,51.5168612,-0.2067671
 , ,W1J 6CZ,#EANF#,#EANF#
London, ,E2 0AP,51.5273129,-0.0594524
Wales, ,CF5 1DH,51.4886936,-3.2127706
Hampshire, ,RG27 8HA,51.2998084,-0.9075138
London, ,SW1Y 6QW,51.5061907,-0.1371835
 , ,SE22 9JZ,51.4530231,-0.0751697
 , ,W1K 6LD,51.5123094,-0.1516339
 , ,W1B 4BN,51.5113075,-0.1400156
London, ,E1S 2BY,51.5123443,-0.0909852
 , ,W9 1AZ,51.5244174,-0.1806522
Chorley, ,PR7 1NH,53.6505733,-2.6556777
 , , ,#EANF#,#EANF#
 , ,NW8 7PX,51.5353881,-0.1650604
 , ,SW3 1LS,51.4975333,-0.1658607
London, ,SW4 9NQ,51.4537596,-0.1402974
Tyne & Wear, ,NE34 8LH,54.9631029,-1.4340207
K9K 2PS,Canada, ,44.2751646,-78.3785773
 , ,NW6 3EU,51.5418805,-0.1818016
 , ,N13 4AG,51.6213932,-0.1062925
 , , ,#EANF#,#EANF#
&#304;nönü Caddesi No:476 ,"Göztepe Konak , Izmir", ,38.394668,27.089669
London, ,NW1 5NB,51.5223329,-0.1582913
W14 8JB, , ,51.4983213,-0.209872
 , ,W1H 5BG,51.5149995,-0.1614408
Bairro,Jose de Alencar,60 840 740,-22.247679,-49.9342975
 , ,N1 1DE,51.5415893,-0.1132415
 , ,W14 0UG,51.4947903,-0.2153838
Dianne Way,Barnet,EN4 9RY,51.6488103,-0.1638018
 , ,E6 6AG,51.525881,0.0634289
Hounslow, ,TW3 3RJ,51.4662641,-0.3709043
 , ,W2 5NR,51.5170997,-0.1900961
Wakefield, ,WF1 5AH,53.6641844,-1.4798167
London, ,W1K 2HN,51.5105865,-0.1518621
NW Edmonton,Canada, ,53.544389,-113.4909267
 , ,NE15 7RT,54.9822435,-1.6988066
London, ,SE21 8LG,51.4390767,-0.0950658
 , ,W8 6AH,51.4989995,-0.1966195
 , ,W8 6AH,51.4989995,-0.1966195
London, ,W1S 2FQ,51.5125038,-0.1434401
Mayfair, ,W1S 2FQ,51.5125038,-0.1434401
 , ,SW7 5BB,51.5014687,-0.1847216
 , ,HA1 1XS,51.5913566,-0.3402024
London, ,W4 2LW,51.4910723,-0.2503168
 , ,SW7 2AN,51.5014412,-0.1765677
Surrey, ,KT1 2JF,51.4077445,-0.3005145
London, ,SW7 2PE,51.4984239,-0.1733744
West Yorkshire, ,HX6 4DF,53.6743672,-1.9400792
West Sussex, ,BN43 5BY,50.8309176,-0.2625913
London, ,W1G 9QR,51.5177977,-0.1466841
 , ,RG41 1PW,51.425773,-0.8505755
Norway, , ,60.472024,8.468946
Surrey, ,KT12 2PY,51.3884507,-0.4213279
Santa Ponsa,Mallorca,7180,39.517343,2.487099
 , ,SW7 2SS,51.4948022,-0.172943
 , ,SW11 6JF,51.4538724,-0.1628471
Switzerland, ,6300,47.15583,8.5314882
Kent, ,DA16 3NF,51.455033,0.0990968
 , ,SE25 6YD,51.3974295,-0.0800632
 , ,W3 6JN,51.515374,-0.2627029
Kent, ,BR4 9PE,51.3779357,-0.0188235
 , ,W2 5NA,51.5178936,-0.1966804
Kent, ,DA15 9HT,51.4484295,0.1072128
 , ,HA7 1QX,51.606038,-0.2991742
Mayfair, ,W1K 1QR,51.5044822,-0.149112
 , ,N2 9NX,51.5937236,-0.1571376
 , ,NW8 7LU,51.5364572,-0.1604032
 , ,N17 8NL,51.6000008,-0.07208
 ,"Ferrers, Essex",CM3 5DW,51.6465,0.614665
London, ,W1K 5JH,51.512947,-0.1487257
Essex, ,CM24 8JF,51.9057279,0.1934194
Gerrards Cross, ,SL9 7HD,51.5731228,-0.5706426
 , ,SW17 9AL,51.4221991,-0.1679291
 , ,W11 1QB,51.515425,-0.2104699
 , ,N4 2RQ,51.573727,-0.0854008
Newport, ,NP18 3BS,51.6168473,-2.9687346
London, ,W1V 3DR,51.517667,-0.15208
 , ,W8 4RT,51.5087339,-0.1934107
 , ,SW3 3JD,51.4909312,-0.1634608
 , ,W1S 3PR,51.5115231,-0.1405688
 , ,SE15 2TE,51.4708251,-0.0569691
London, ,W8 5LY,51.5002317,-0.1843962
 , ,W9 2AF,51.5243234,-0.1978679
Newquay,Cornwall,TR7 2AG,50.4065996,-5.0821839
 , ,WV14 6RT,52.5716983,-2.0878214
7 Maida Avenue,London,W2 1TQ,51.5238628,-0.1779912
 , ,SE21 7EY,51.4416084,-0.0799234
Belgravia,London,SW1X 7HJ,51.5012811,-0.1519792
London , ,W1W 7SQ,51.5176162,-0.1408972
Mount Row, ,W1K 3RA,51.5107146,-0.1486295
 , ,W1K 3HL,51.5110961,-0.1493916
 , ,W1K 5EH,51.5126138,-0.1498345
Ealing, ,W5 3TA,51.5138619,-0.3000442
London , ,W1K 2HN,51.5105865,-0.1518621
London, ,NW10 7XW,51.5336681,-0.265986
London, ,SW18 1SL,51.460194,-0.190592
London, ,EC4V 6BW,51.5128331,-0.1038803
 , ,W11 3HD,51.5109972,-0.2037693
Kent, ,DA8 3DX,51.4780997,0.1701618
 , , ,#EANF#,#EANF#
London, ,W6 8EP,51.4835165,-0.2155648
London, ,SW3 3NR,51.4896963,-0.1655703
 , ,W11 3HD,51.5109972,-0.2037693
Union Grove, ,SW8 2QW,51.471826,-0.1328197
 , ,5E4 1NY,#EANF#,#EANF#
 , ,SW10 9LA,51.4881413,-0.1870083
 , ,W6 9HQ,51.4922319,-0.2245591
London, ,SW7 3JH,51.4933908,-0.174123
London , ,SW5 0PD,51.4925013,-0.1898317
Massachusetts 02554,USA, ,41.2708115,-70.0264952
Cheltenham, ,GL50 2GA,51.8880516,-2.0917676
 , ,W2 2RJ,51.5137825,-0.1744896
 , ,W10 4AN,51.5317467,-0.2140399
Derbyshire, ,S40 2TG,53.2201206,-1.4306493
 , ,EC1R 4TR,51.5285664,-0.1058795
 , ,E8 4QE,51.5383317,-0.0699863
 , ,BS8 3LB,51.4596207,-2.6227005
Langdon Hills,Essex,SS16 8GJ,51.5617469,0.421311
London, ,SW5 9RP,51.4938183,-0.1947639
60016 USA, , ,42.0488548,-87.8844309
 , ,W1J 5N6,51.5063721,-0.1490095
Essex, ,IG7 5DZ,51.6083011,0.0816357
Camberley,Surrey,GU15 3BY,51.3330836,-0.7589731
 , ,TW8 0GG,51.4901307,-0.3012584
 , ,WlJ 5RF,#EANF#,#EANF#
 , ,SW19 2RR,51.4109326,-0.1853476
Essex, ,IG5 0DG,51.586593,0.0653415
Jeddah,Saudi Arabia,21411,21.5573495,39.1741986
 , ,W1S 2EJ,51.5113187,-0.1418598
"Tanian, Tanian County",Taiwan,TW-74145,#EANF#,#EANF#
 , ,N17 8JS,51.6050599,-0.0767901
Barcelona,Spain,8008,41.297445,2.0832941
Thorpe Park,Leeds,LS15 8ZB,53.7942474,-1.4269781
Herts, ,WD3 5DY,51.6511644,-0.5007419
London, ,W1B 1PX,51.5193096,-0.1450516
 , ,W1S 2EA,51.5122048,-0.1427317
 , ,W1J 6HN,51.5106681,-0.1462096
 , ,W1J 7DZ,51.5066814,-0.1454492
 , ,SW1A 1HD,51.5072449,-0.1395758
The Netherlands, , ,52.132633,5.291266
 , ,W1K 1RA ,51.5057858,-0.1508027
Luton,Bedfordshire,LU1 3BA,51.8660734,-0.4080607
 , ,SW15 6EU,51.4617675,-0.22292
 , ,W1J 5EH,51.5081996,-0.1459207
 , ,NW3 6BT,51.5498916,-0.1817275
Skelmersdale,Lancs,WN8 9UU,53.5434445,-2.7792748
Fulham, ,SW6 2BG,51.474013,-0.190434
 , ,W8 6JN,51.4954863,-0.1944675
London, ,SW1W 9AG,51.4959033,-0.1531044
London, ,NW3 1RS,51.5563392,-0.1741999
 , ,W1S 3PW,51.5114224,-0.1404576
 , ,SE18 6RR,51.4882098,0.0721276
London, ,WC1H 9SA,51.52606,-0.1245082
 , ,W1S 3RG,51.5108017,-0.1415782
 , ,97303,45.0273275,-123.0257492
 , ,W1K 2TJ,51.5097124,-0.1500385
 , ,NW6 1PP,51.5493174,-0.1952074
 , ,TN16 3LH,51.309708,0.0399414
 , ,N1 1DE,51.5415893,-0.1132415
Brazil, ,22250-020,-22.9419016,-43.1779218
 , ,W11 3EW,51.5136913,-0.1965005
 , ,W1K 2RU,51.5098237,-0.1513886
London, ,W2 3LB,51.5128587,-0.1862433
 , ,W1H 6HT,51.5188371,-0.1630526
Chesterfield Gardens,London,W1J 5JU,51.5065272,-0.1492923
London, ,SB1 3GE,51.5111643,-0.3740762
 , ,N1 0DZ,51.539626,-0.119783
London, ,EC1N 2ST,51.5182518,-0.1103288
 , ,EC4A 1BL,51.514279,-0.11045
London, ,N6 5PZ,51.5742718,-0.1382545
London, ,W1K 7PR,51.5108009,-0.1557733
 , ,N1C 4BF,51.5396035,-0.1251195
London, ,E2 8DY,51.5326449,-0.0768881
"Shiheungdae-ro 165, Geumchun-gu","Seoul, South Korea",153-031,#EANF#,#EANF#
